fam_ID__	seq_ct	present	below	equal	above	glyma	phavu	vigan	vigra	vigun	cajca	medtr	cicar	tripr	lotja	lupan	aradu	araip	arahy
L_B0B65H	23	14	8	4	2	2	1	2	1	1	1	2	1	3	1	1	1	2	4	
L_B0C2CS	28	10	7	1	6	7	4	3	2	3	3	3	0	1	1	1	0	0	0	
L_B0F8PN	24	12	5	6	3	3	2	1	1	2	2	2	1	2	2	3	0	0	3	
L_B0GDQR	23	9	9	1	4	6	4	0	0	0	0	0	1	3	4	1	1	1	2	
L_B0GV8P	24	13	9	1	4	2	1	0	1	1	1	1	1	1	1	3	3	3	5	
L_B0N8GM	24	13	7	4	3	2	1	0	1	1	3	3	2	2	1	1	4	1	2	
L_B0NPQR	23	13	6	7	1	2	1	1	1	1	1	2	2	0	2	2	2	2	4	
L_B0R8J9	23	14	7	6	1	1	2	1	1	2	1	1	1	2	1	2	2	2	4	
L_B0S0RK	23	14	8	4	2	3	1	1	1	1	1	1	1	1	2	2	2	2	4	
L_B0TQY7	23	14	8	4	2	3	1	1	1	1	1	1	1	2	1	2	2	2	4	
L_B0XWDX	23	14	11	1	2	1	1	1	1	1	1	1	1	1	1	2	6	1	4	
L_B10BK2	24	14	10	1	3	2	1	1	1	1	1	1	1	1	1	1	4	3	5	
L_B10ML3	23	14	8	4	2	2	1	1	1	1	1	1	1	1	2	3	2	2	4	
L_B136RQ	23	14	7	6	1	2	1	1	1	2	1	1	1	2	1	2	2	2	4	
L_B1BS5F	23	14	8	4	2	2	1	1	1	1	1	1	1	2	1	3	2	2	4	
L_B1D0S2	23	14	10	2	2	2	1	1	1	1	1	1	1	1	1	1	3	2	6	
L_B1MCGC	23	14	8	4	2	2	1	1	1	1	1	1	1	2	1	3	2	2	4	
L_B1N0KQ	23	13	6	6	2	2	1	0	2	2	2	1	1	2	3	3	1	1	2	
L_B1QTD2	23	13	7	4	3	2	3	1	3	3	0	2	2	1	1	2	1	1	1	
L_B1RB78	25	13	6	6	2	4	2	2	2	2	2	1	1	1	1	0	2	1	4	
L_B1SKFD	23	13	8	4	2	2	1	1	0	1	1	1	1	1	2	4	2	2	4	
L_B1SRG9	23	14	8	4	2	2	1	1	1	1	1	1	1	1	2	3	2	2	4	
L_B1TF9P	23	14	8	4	2	2	1	1	1	1	1	1	1	1	2	3	2	2	4	
L_B1VTTG	23	13	8	4	2	4	1	1	1	1	2	1	0	1	1	2	2	2	4	
L_B1W0VG	24	14	6	7	1	4	2	1	1	2	2	2	2	2	1	1	1	1	2	
L_B1X45Y	23	12	5	7	2	3	2	2	0	2	2	2	2	3	1	1	0	1	2	
L_B1X6CJ	23	11	7	3	4	4	3	2	2	3	2	1	1	1	1	3	0	0	0	
L_B1ZHH2	23	11	5	6	3	3	2	2	2	3	2	2	1	2	3	1	0	0	0	
L_B228HL	22	10	10	0	4	6	3	0	1	0	1	0	1	4	3	1	1	1	0	
L_B22WKB	23	14	8	4	2	2	1	1	1	2	1	1	2	2	1	1	3	1	4	
L_B238V6	23	14	9	3	2	2	1	1	1	1	1	1	1	1	1	4	2	2	4	
L_B24CV1	23	14	10	2	2	2	1	1	1	1	1	2	1	1	1	1	3	1	6	
L_B24J4G	23	14	8	4	2	2	1	1	1	1	1	1	1	1	3	2	2	2	4	
L_B26KPW	24	13	6	6	2	2	1	1	1	1	2	2	0	2	2	1	3	2	4	
L_B27NV1	23	14	9	3	2	2	1	1	1	1	1	1	1	1	2	1	2	3	5	
L_B2834M	23	14	8	4	2	2	1	1	1	1	1	1	1	1	2	3	2	2	4	
L_B28TCF	23	14	10	3	1	1	1	1	1	1	1	2	1	2	7	1	1	1	2	
L_B2BNBX	23	14	7	6	1	2	1	1	1	1	1	2	2	2	1	1	2	2	4	
L_B2CM32	23	14	6	7	1	3	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_B2DHHS	23	14	9	2	3	1	1	1	1	1	1	1	1	2	2	1	3	3	4	
L_B2DNLG	23	14	8	4	2	2	1	1	1	1	1	1	1	1	2	3	2	2	4	
L_B2DW4S	23	14	11	1	2	6	1	1	1	1	1	1	1	1	4	1	1	1	2	
L_B2G873	24	11	3	9	2	3	2	2	2	2	2	2	2	2	2	3	0	0	0	
L_B2GV1N	25	7	11	0	3	1	0	0	0	3	1	0	1	0	0	0	8	1	10	
L_B2SHW2	23	12	7	5	2	2	1	1	0	2	2	1	0	1	2	1	3	2	5	
L_B2VTT6	24	14	8	4	2	2	1	1	1	1	1	1	1	2	1	2	2	3	5	
L_B2VYXQ	23	14	8	3	3	3	1	1	1	1	2	1	1	2	2	3	1	1	3	
L_B3276M	24	13	7	6	1	2	1	2	2	6	2	1	2	1	1	0	1	1	2	
L_B34W7C	23	14	8	4	2	3	1	1	1	1	2	2	2	1	1	4	1	1	2	
L_B37FK0	25	14	8	4	2	2	1	1	1	1	1	4	1	5	2	1	2	1	2	
L_B37Z0V	23	14	7	6	1	2	1	1	1	1	1	1	2	2	1	2	2	2	4	
L_B3BCDL	25	14	5	8	1	4	2	2	2	2	2	2	1	2	1	2	1	1	1	
L_B3C8DN	24	11	6	5	3	4	2	1	0	2	2	3	1	0	0	1	2	2	4	
L_B3DJBH	26	10	10	2	2	1	1	0	1	2	0	7	0	9	0	1	1	2	1	
L_B3HCXZ	23	14	7	6	1	2	1	1	1	1	4	2	1	2	2	2	1	1	2	
L_B3HTJK	23	14	7	5	2	2	1	1	1	1	1	2	2	2	3	3	1	1	2	
L_B3KS1T	23	10	4	8	2	4	2	2	0	2	2	2	2	2	2	3	0	0	0	
L_B3L2R6	25	13	4	9	1	4	2	2	2	2	2	1	0	2	2	2	1	1	2	
L_B3LKGG	23	13	8	4	2	4	1	0	1	2	2	1	1	1	1	1	2	2	4	
L_B3MN7X	23	14	12	0	2	1	1	1	1	1	1	1	1	1	1	1	1	4	7	
L_B3RVZD	23	14	8	5	1	2	2	5	2	2	1	1	1	1	1	1	1	1	2	
L_B3T6SJ	23	13	11	1	2	1	1	1	1	1	0	1	1	1	1	2	1	3	8	
L_B3TS91	24	14	8	3	3	3	1	1	1	1	1	3	1	2	1	1	2	2	4	
L_B3TXD5	27	12	7	4	3	3	1	2	0	2	3	8	1	1	0	2	1	1	2	
L_B3VM2K	23	13	5	8	1	3	2	2	2	2	2	0	1	1	2	2	1	1	2	
L_B3W6JJ	23	14	6	7	1	2	1	1	1	1	2	2	2	2	2	3	1	1	2	
L_B3WTF4	23	14	9	2	3	3	4	1	1	1	1	3	1	2	1	1	1	1	2	
L_B3WVB7	23	12	6	6	2	4	2	1	2	2	2	2	1	1	1	3	0	0	2	
L_B3YFC0	23	14	7	6	1	1	1	1	2	2	1	1	1	2	2	1	2	2	4	
L_B3Z0DD	24	14	6	7	1	2	1	1	2	1	1	2	2	2	2	4	1	1	2	
L_B43F3B	23	14	8	4	2	4	1	1	1	1	2	1	1	1	1	2	2	2	3	
L_B464C6	23	14	10	1	3	3	1	1	1	1	1	1	1	1	1	1	3	2	5	
L_B473MW	24	9	9	2	3	1	0	0	0	0	2	1	1	1	0	2	4	4	8	
L_B4772Y	23	13	6	7	1	2	1	2	0	2	1	1	2	1	1	2	2	2	4	
L_B4DBS8	23	14	9	3	2	2	1	1	1	1	1	1	1	1	2	3	1	2	5	
L_B4FVCV	23	9	8	2	4	4	2	1	1	3	1	0	0	0	0	0	2	3	6	
L_B4H3HP	24	14	5	8	1	3	2	2	2	2	2	1	1	1	2	2	1	1	2	
L_B4HWYP	23	13	8	3	3	2	1	1	0	1	1	3	2	1	1	3	2	1	4	
L_B4JLBW	23	12	8	3	3	4	1	1	1	2	3	1	1	1	0	0	2	2	4	
L_B4JYCB	23	14	6	7	1	2	2	2	2	2	1	1	1	1	2	3	1	1	2	
L_B4MM51	23	13	4	10	0	2	2	0	2	2	2	2	2	2	2	1	1	1	2	
L_B4RQG4	23	13	9	3	2	4	1	1	0	1	1	1	1	1	2	2	1	2	5	
L_B4TV4F	25	13	10	1	3	2	1	1	1	1	1	1	0	1	1	1	4	4	6	
L_B4TWMD	23	12	6	6	2	4	2	2	2	2	2	1	1	1	2	3	0	1	0	
L_B4X90Z	25	12	3	9	2	3	2	2	2	2	2	2	2	2	1	3	0	0	2	
L_B50SP0	28	10	10	1	3	4	1	1	1	1	2	0	0	0	0	1	1	4	12	
L_B5B3SF	24	11	7	4	3	5	1	0	0	1	2	4	3	2	2	0	1	1	2	
L_B5CGQQ	24	14	10	1	3	2	1	1	1	1	1	1	1	1	1	1	3	3	6	
L_B5CKCX	23	13	8	4	2	2	1	1	1	1	1	4	1	1	0	2	2	2	4	
L_B5D7LW	23	14	9	3	2	2	1	1	1	1	1	1	1	1	1	4	2	2	4	
L_B5FX24	25	14	8	4	2	2	1	1	1	1	1	1	1	2	1	2	3	2	6	
L_B5GWG5	27	14	5	7	2	4	2	2	2	2	2	1	1	1	4	2	1	1	2	
L_B5LVG7	23	11	8	2	4	4	1	1	1	1	2	4	3	3	1	2	0	0	0	
L_B5M8NY	24	7	8	2	4	2	4	1	0	4	2	5	0	6	0	0	0	0	0	
L_B5NR3F	26	4	11	1	2	0	0	0	0	0	0	2	0	0	0	0	1	6	17	
L_B5PZGL	23	2	12	0	2	0	0	0	0	0	0	11	0	12	0	0	0	0	0	
L_B5QFMR	27	6	11	0	3	0	1	0	1	1	0	0	0	0	0	0	5	8	11	
L_B5RFNT	27	7	9	1	4	0	0	0	0	0	2	3	0	3	1	0	7	10	1	
L_B628LW	22	14	8	4	2	3	3	1	1	2	1	2	1	1	1	2	1	1	2	
L_B62Z51	22	14	7	6	1	3	1	2	2	2	1	1	1	1	2	2	1	1	2	
L_B64GHD	27	2	12	0	2	0	0	0	0	0	0	0	0	0	0	0	17	10	0	
L_B666CR	24	14	9	3	2	2	1	1	1	1	1	1	1	1	2	2	1	3	6	
L_B66C8G	27	7	8	1	5	5	5	0	7	4	3	1	0	2	0	0	0	0	0	
L_B66Q9P	27	2	12	1	1	0	0	0	0	0	0	25	0	2	0	0	0	0	0	
L_B6BRJJ	22	13	7	5	2	3	1	1	2	1	1	2	1	2	2	3	1	0	2	
L_B6C9D2	25	13	8	2	4	1	3	1	1	1	1	3	0	5	3	2	1	1	2	
L_B6D3WK	27	4	10	1	3	5	11	2	0	9	0	0	0	0	0	0	0	0	0	
L_B6D72N	24	9	10	2	2	0	1	1	0	12	1	2	0	0	1	0	3	2	1	
L_B6D8YB	26	12	10	1	3	1	1	1	1	1	1	1	0	1	2	0	5	4	7	
L_B6DL3Z	22	14	8	4	2	3	1	1	1	1	2	2	2	1	1	3	1	1	2	
L_B6F63Q	23	9	7	3	4	2	0	0	0	0	3	1	2	1	0	3	2	3	6	
L_B6FPW2	23	14	7	5	2	2	1	1	1	1	3	2	2	3	1	2	1	1	2	
L_B6FW5X	25	12	5	6	3	4	2	2	1	2	2	3	2	3	2	1	0	1	0	
L_B6G2CP	22	14	7	6	1	2	3	1	2	1	1	2	2	1	1	2	1	1	2	
L_B6HQTX	27	9	10	0	4	1	1	1	1	1	3	6	5	8	0	0	0	0	0	
L_B6KHCC	22	12	5	8	1	2	2	0	0	2	2	2	1	2	1	2	2	1	3	
L_B6KSD4	23	14	8	5	1	5	1	2	1	2	1	2	2	1	1	1	1	1	2	
L_B6MM2F	24	14	9	2	3	2	1	1	1	1	1	3	1	5	1	3	1	1	2	
L_B6MXTC	25	8	10	1	3	1	0	3	0	0	1	2	0	12	0	0	1	4	1	
L_B6P06J	22	13	7	5	2	3	2	2	2	2	2	1	1	1	0	3	1	1	1	
L_B6PPRS	22	13	7	5	2	3	2	1	2	2	3	1	1	1	0	2	1	1	2	
L_B6QJ04	22	14	9	3	2	1	1	1	1	1	1	2	1	3	1	2	2	1	4	
L_B6S0KY	22	13	7	5	2	3	1	1	1	2	2	1	0	2	3	1	1	2	2	
L_B6SQWR	27	6	11	2	1	2	1	0	0	0	0	20	2	1	1	0	0	0	0	
L_B6SZKX	23	14	8	4	2	2	1	1	1	1	1	3	1	2	1	1	2	2	4	
L_B7249W	22	14	6	8	0	2	1	1	1	1	1	2	2	2	2	1	2	2	2	
L_B72RYB	22	14	9	3	2	4	1	1	1	1	1	1	1	2	3	1	1	2	2	
L_B73XXL	22	12	7	5	2	3	2	0	1	2	2	1	1	1	0	2	2	1	4	
L_B78QVN	24	14	7	5	2	2	1	1	1	1	2	2	1	1	3	1	2	2	4	
L_B7BXMM	24	13	6	6	2	4	2	2	2	2	1	2	1	2	3	0	1	1	1	
L_B7C80D	24	13	4	9	1	3	2	2	2	2	2	2	2	2	2	1	1	1	0	
L_B7CJR1	22	13	7	6	1	4	2	2	2	2	2	1	1	1	1	2	1	1	0	
L_B7D2P0	23	13	6	7	1	4	2	2	2	2	2	1	1	1	2	0	1	1	2	
L_B7DHDG	22	14	6	8	0	2	2	2	2	1	1	1	2	1	2	1	1	2	2	
L_B7FGBL	23	14	10	1	3	2	1	1	1	1	1	1	1	5	3	1	1	1	3	
L_B7MX0D	22	14	8	4	2	3	1	1	1	1	1	2	2	1	3	2	1	1	2	
L_B7NF8V	22	14	7	6	1	2	1	1	1	1	1	2	2	2	2	2	1	1	3	
L_B7NY4S	22	13	6	7	1	3	2	2	2	2	2	1	1	0	2	1	1	1	2	
L_B7PN46	22	10	5	7	2	4	1	3	2	2	2	2	2	2	2	0	0	0	0	
L_B7R40X	22	14	7	6	1	1	1	2	2	2	2	2	1	1	2	1	1	1	3	
L_B7VJ3V	23	11	6	6	2	2	1	2	2	0	0	0	1	1	3	2	2	2	5	
L_B7X18H	27	7	9	2	3	0	0	0	0	0	0	7	1	11	1	0	2	2	3	
L_B7Z6V9	22	13	8	4	2	2	1	1	0	1	1	2	1	1	2	3	1	2	4	
L_B81BN4	22	13	10	3	1	2	1	1	1	1	1	7	1	1	2	1	2	1	0	
L_B8438Z	22	13	8	4	2	3	1	1	0	2	2	1	1	1	2	1	2	1	4	
L_B84H8W	22	14	8	5	1	2	1	1	1	1	1	2	1	2	1	1	2	2	4	
L_B85CF3	27	14	3	9	2	2	1	2	2	3	1	2	1	2	2	2	2	2	3	
L_B86MS4	24	14	7	4	3	3	2	2	2	2	1	1	1	1	3	3	1	1	1	
L_B885C6	22	13	9	3	2	3	1	1	2	1	1	5	2	1	1	0	1	1	2	
L_B890H3	22	14	10	1	3	1	1	1	1	1	1	1	1	3	1	4	1	2	3	
L_B89X1L	22	13	7	6	1	4	2	2	1	2	2	1	1	0	1	2	1	1	2	
L_B8B3BG	22	14	8	4	2	3	1	1	1	1	2	1	1	3	2	2	1	1	2	
L_B8GKK1	22	14	7	6	1	3	2	2	2	2	1	1	1	1	1	2	1	1	2	
L_B8GRZF	22	14	8	4	2	2	1	1	1	1	1	2	2	3	1	3	1	1	2	
L_B8LWB0	24	12	4	8	2	3	2	0	0	2	2	2	3	2	2	2	1	1	2	
L_B8MNNK	25	3	11	0	3	0	0	0	0	0	0	9	0	13	3	0	0	0	0	
L_B90DFQ	23	14	9	3	2	2	1	1	1	1	2	4	1	1	4	1	1	1	2	
L_B90WVC	27	6	9	1	4	0	0	0	0	0	0	6	0	8	1	0	2	3	7	
L_B91JJ1	22	14	7	6	1	3	2	2	2	2	1	1	1	1	2	1	1	1	2	
L_B92YGF	27	13	6	4	4	4	1	1	1	1	2	2	0	3	3	1	2	2	4	
L_B953BR	23	14	7	6	1	4	2	2	1	2	2	1	1	1	1	2	1	1	2	
L_B95ZK2	23	14	6	7	1	2	2	2	2	2	2	1	1	1	1	3	1	1	2	
L_B96QCC	24	14	8	4	2	3	2	1	1	1	1	1	2	1	2	5	1	1	2	
L_B97P4D	23	13	6	7	1	2	2	2	2	2	1	1	1	1	4	2	0	1	2	
L_B98F7K	23	13	6	7	1	4	2	2	2	2	2	1	1	1	1	2	0	1	2	
L_B98T4B	27	11	3	8	3	4	2	2	0	2	2	3	2	2	4	2	0	0	2	
L_B9JMHV	23	11	5	7	2	4	2	2	2	2	3	2	1	1	2	2	0	0	0	
L_B9LJR0	26	9	6	4	4	7	3	2	1	4	2	3	2	2	0	0	0	0	0	
L_B9MC7Z	23	11	3	10	1	3	2	2	2	2	2	2	2	2	2	2	0	0	0	
L_B9QG3V	22	14	6	8	0	2	1	1	2	1	1	1	1	2	2	2	2	2	2	
L_B9XHRS	22	11	7	5	2	2	1	0	0	1	1	5	1	2	0	2	2	2	3	
L_BB17FL	22	14	9	3	2	2	1	1	1	1	1	1	1	1	1	3	2	2	4	
L_BB5YFL	22	13	7	6	1	2	1	2	2	2	2	1	1	1	1	2	0	1	4	
L_BB7H3T	24	14	5	8	1	3	2	2	2	2	2	1	1	1	2	2	1	1	2	
L_BB9WK1	22	14	7	6	1	3	2	2	2	2	2	1	1	1	1	1	1	1	2	
L_BBCJN3	22	12	7	5	2	4	2	2	0	2	2	1	1	0	1	3	1	1	2	
L_BBD6NN	22	14	9	3	2	2	1	1	1	1	1	1	1	2	1	1	2	3	4	
L_BBDHR8	22	14	9	4	1	5	1	2	2	1	1	2	1	1	1	1	1	1	2	
L_BBFRNJ	22	14	6	8	0	2	2	1	1	2	2	1	1	1	2	2	2	1	2	
L_BBG6Q5	22	14	8	5	1	4	2	1	1	1	2	1	1	2	1	2	1	1	2	
L_BBGD56	25	13	6	6	2	5	2	2	2	2	2	1	1	1	0	3	1	1	2	
L_BBHGKN	22	13	7	6	1	4	2	2	2	2	2	1	1	1	0	1	1	1	2	
L_BBJCHB	23	14	5	9	0	2	2	2	2	2	2	1	2	1	1	2	1	1	2	
L_BBLB9R	22	14	8	5	1	2	1	1	1	1	1	2	1	4	2	2	1	1	2	
L_BBLF4P	23	14	7	5	2	2	2	1	1	2	1	3	1	1	1	1	2	2	3	
L_BBM52R	22	14	8	4	2	3	1	1	1	1	1	1	1	1	2	2	2	2	3	
L_BBM5RY	22	14	8	5	1	2	1	2	2	2	1	1	1	1	4	1	1	1	2	
L_BBMFD3	22	14	9	4	1	5	1	2	2	1	1	2	1	1	1	1	1	1	2	
L_BBQRFD	22	14	7	6	1	2	2	2	1	2	1	1	1	2	1	3	1	1	2	
L_BBX0DY	22	14	9	3	2	4	1	1	1	1	2	2	1	1	3	1	1	1	2	
L_BBX86S	22	12	8	3	3	4	2	0	0	3	2	1	1	1	1	3	1	1	2	
L_BBXWFD	26	12	5	5	4	3	4	2	0	2	2	2	2	3	1	1	1	0	3	
L_BBZ5WH	27	13	5	4	5	3	2	2	3	3	3	3	1	1	2	2	0	1	1	
L_BC0CLG	23	11	8	4	2	2	2	1	1	2	1	7	1	3	2	1	0	0	0	
L_BC4DY1	23	14	7	6	1	4	2	2	2	2	2	1	1	1	1	1	1	1	2	
L_BC4ZTC	22	12	5	8	1	3	2	2	2	2	2	1	1	1	2	2	0	0	2	
L_BCB511	23	13	9	3	2	2	1	1	1	1	1	1	1	1	0	5	2	2	4	
L_BCH673	22	14	8	5	1	2	1	1	1	1	1	1	1	2	2	1	2	2	4	
L_BCHHPD	22	13	9	3	2	2	1	1	1	1	1	0	1	1	1	4	2	2	4	
L_BCJMF0	22	14	9	3	2	2	1	1	1	1	1	1	1	1	1	3	2	2	4	
L_BCNH8Q	22	14	10	2	2	1	1	1	1	1	1	4	1	1	1	1	2	2	4	
L_BCNTVC	22	14	9	3	2	2	1	1	1	1	1	1	1	1	1	3	2	2	4	
L_BCP5GK	22	14	8	4	2	3	1	1	1	1	1	1	2	2	1	2	2	1	3	
L_BCPVKP	25	14	6	6	2	3	1	1	1	1	2	2	2	2	1	1	2	2	4	
L_BCQH7Q	22	13	6	7	1	3	2	2	2	2	2	1	1	1	0	1	1	2	2	
L_BCSGDF	22	14	7	6	1	2	1	1	1	1	1	3	2	2	2	2	1	1	2	
L_BCV203	22	12	6	7	1	4	2	2	2	2	2	1	0	1	2	2	1	1	0	
L_BCW84H	22	14	6	8	0	2	1	2	1	2	1	2	2	1	2	2	1	1	2	
L_BCY81H	22	14	7	6	1	3	1	1	1	2	2	2	1	2	2	1	1	1	2	
L_BCYDBX	23	14	6	7	1	3	1	1	2	1	1	2	2	2	2	2	1	1	2	
L_BD15HQ	23	14	9	3	2	5	1	1	1	1	1	2	1	2	1	1	2	1	3	
L_BD241Z	22	14	9	3	2	4	1	1	1	1	2	1	1	1	2	2	1	1	3	
L_BD6PS2	22	14	11	2	1	2	1	1	1	1	7	1	1	1	1	1	1	1	2	
L_BD77FQ	22	14	7	6	1	2	1	2	2	1	1	2	1	1	3	2	1	1	2	
L_BD7TKX	22	12	6	7	1	4	2	2	1	2	2	2	1	2	0	0	1	1	2	
L_BD8LRW	22	14	9	3	2	2	1	1	1	1	1	2	1	3	1	4	1	1	2	
L_BDDDVR	22	14	7	6	1	3	2	1	2	1	2	1	1	1	2	2	1	1	2	
L_BDGV5S	25	14	6	5	3	3	1	1	1	2	2	2	1	2	1	3	1	2	3	
L_BDJ3M1	22	14	8	5	1	4	1	1	1	1	1	2	2	1	2	2	1	1	2	
L_BDJSK5	22	14	8	4	2	2	2	1	1	2	3	1	1	3	1	1	1	1	2	
L_BDK2T3	25	14	6	6	2	2	1	1	1	1	1	2	1	2	2	4	2	2	3	
L_BDLG79	26	13	6	5	3	5	1	1	2	2	2	3	1	3	2	0	1	1	2	
L_BDQP9M	22	13	8	3	3	3	1	1	1	1	1	3	0	2	2	3	1	1	2	
L_BDV0J7	25	14	5	7	2	3	2	3	2	2	2	2	1	1	1	2	1	1	2	
L_BF0P3T	24	14	8	4	2	4	1	1	1	1	1	1	1	1	2	2	2	2	4	
L_BF4RK3	22	14	8	5	1	2	1	1	1	1	1	1	1	2	1	2	2	2	4	
L_BF4V0W	23	14	6	7	1	3	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_BF5Y6J	22	14	8	5	1	2	1	1	1	1	1	4	2	2	1	2	1	1	2	
L_BF6ZXS	23	14	6	7	1	3	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_BF8P0Q	22	14	8	4	2	3	1	1	1	1	2	1	1	2	2	2	1	1	3	
L_BFBT23	22	13	6	7	1	2	2	2	2	2	2	1	1	1	0	3	1	1	2	
L_BFKDGY	22	14	9	2	3	3	1	1	1	1	1	2	1	1	3	3	1	1	2	
L_BFLS5L	22	14	7	6	1	3	2	1	2	2	1	1	1	1	1	2	2	1	2	
L_BFLSPM	23	14	6	7	1	3	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_BFNBNJ	23	14	7	5	2	3	2	2	1	2	2	1	1	1	1	3	1	1	2	
L_BFP8GP	22	14	9	3	2	4	2	1	1	1	3	1	1	1	1	2	1	1	2	
L_BFQ0P0	22	14	7	6	1	3	1	1	1	1	2	2	2	2	2	1	1	1	2	
L_BFRHH0	22	14	7	6	1	3	2	2	1	2	2	2	1	1	1	1	1	1	2	
L_BFVL31	22	13	8	4	2	3	1	1	1	2	1	2	1	2	1	0	1	2	4	
L_BFWQYL	22	12	6	6	2	3	2	2	0	2	2	2	1	1	2	3	0	1	1	
L_BFY5K5	23	11	8	2	4	4	3	1	2	3	4	2	1	1	1	1	0	0	0	
L_BFY5M1	23	11	6	6	2	4	2	2	2	2	4	1	2	1	0	1	0	0	2	
L_BFYPM6	25	7	9	2	3	2	0	1	0	11	4	4	0	0	2	0	0	0	1	
L_BG5H31	24	10	6	2	6	2	3	3	2	3	3	3	0	1	3	1	0	0	0	
L_BG6S2Q	25	11	5	6	3	4	3	2	1	2	2	2	2	1	2	4	0	0	0	
L_BG87Q4	22	14	8	5	1	2	1	1	1	1	1	1	1	1	2	2	2	2	4	
L_BG8ZX6	22	8	6	5	3	4	2	2	2	2	4	2	0	4	0	0	0	0	0	
L_BG98WX	23	14	7	6	1	2	1	1	1	1	1	1	1	2	2	2	2	2	4	
L_BGBDK4	24	14	8	4	2	2	1	1	1	1	1	1	2	1	1	2	3	2	5	
L_BGCZ80	23	14	8	4	2	3	1	1	1	1	1	1	1	1	2	2	2	2	4	
L_BGK464	22	14	8	5	1	2	1	2	1	2	1	1	1	1	1	1	2	2	4	
L_BGKPPY	22	14	8	5	1	2	1	2	1	1	1	1	1	1	1	2	2	2	4	
L_BGNXLY	22	14	7	6	1	2	1	1	1	1	1	1	2	2	1	2	2	2	3	
L_BGNXTT	22	14	9	3	2	3	1	1	1	1	1	1	1	1	1	2	2	2	4	
L_BGNZHN	22	14	9	2	3	3	1	1	1	1	1	1	1	1	2	3	2	1	3	
L_BGQ2TY	22	14	9	4	1	2	1	1	1	1	1	1	1	1	1	2	2	2	5	
L_BGTW97	22	14	7	6	1	2	2	1	1	1	2	2	1	1	1	1	2	2	3	
L_BGXG5X	22	14	9	3	2	2	1	1	1	1	1	1	1	1	1	3	2	2	4	
L_BGYWT5	22	14	8	5	1	2	1	1	1	1	1	1	2	2	1	1	2	2	4	
L_BH0ZTK	22	14	9	3	2	2	1	1	1	1	1	1	1	1	1	3	2	2	4	
L_BH4G1J	22	14	8	5	1	2	1	1	1	1	1	1	1	1	2	2	2	2	4	
L_BH4LP7	22	14	9	3	2	2	1	1	1	1	1	1	1	1	1	3	2	2	4	
L_BH5DLF	22	13	10	1	3	3	1	1	0	1	1	1	1	1	1	1	3	2	5	
L_BH9P26	22	13	6	7	1	2	1	3	0	2	1	1	2	1	2	1	2	2	2	
L_BHBYXD	22	14	9	4	1	2	2	1	1	1	1	1	1	1	1	5	2	1	2	
L_BHC2KF	22	14	8	5	1	4	1	1	1	1	2	1	1	1	2	1	2	2	2	
L_BHJM2Z	22	14	7	6	1	2	2	2	2	2	1	1	1	1	1	3	1	1	2	
L_BHK5B7	22	13	7	6	1	4	1	1	0	1	2	2	2	2	1	2	1	1	2	
L_BHKH66	23	14	8	3	3	2	1	1	1	1	2	3	1	3	1	3	1	1	2	
L_BHL62Z	22	14	8	5	1	2	1	1	1	1	2	1	1	1	2	1	2	2	4	
L_BHRRBV	22	14	9	2	3	3	1	1	1	1	1	1	1	2	1	3	1	2	3	
L_BHTL8Z	22	14	8	5	1	2	1	1	1	4	1	1	1	2	2	2	1	1	2	
L_BHW1Z8	23	14	9	3	2	2	1	1	1	1	1	1	1	1	1	4	2	2	4	
L_BHWJT0	22	14	6	8	0	2	2	2	2	1	1	2	2	1	1	2	1	1	2	
L_BHYXQL	22	14	8	4	2	2	1	3	1	1	2	2	1	1	1	3	1	1	2	
L_BJ0BK7	22	14	9	3	2	4	1	1	1	1	1	2	2	1	1	3	1	1	2	
L_BJ20J6	23	14	7	6	1	2	1	1	1	1	2	1	1	1	2	2	2	2	4	
L_BJ3NDG	23	13	6	7	1	4	2	2	2	2	1	1	1	1	2	0	2	1	2	
L_BJ4G8L	23	14	6	7	1	3	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_BJ4RW1	22	13	7	6	1	2	1	1	0	1	1	2	2	2	2	4	1	1	2	
L_BJ6KMF	22	13	8	4	2	2	1	1	1	1	1	2	1	1	0	3	2	2	4	
L_BJ6XV9	22	14	6	8	0	2	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_BJ8WNM	22	14	7	6	1	3	2	1	1	1	1	1	2	2	2	2	1	1	2	
L_BJB77C	22	13	6	7	1	2	1	2	2	1	2	2	1	1	0	2	1	2	3	
L_BJC09C	22	14	7	6	1	2	2	1	2	1	3	1	1	1	2	2	1	1	2	
L_BJCCZ2	22	14	7	6	1	3	2	2	2	2	2	1	1	1	1	1	1	1	2	
L_BJCVZC	22	14	8	5	1	4	1	1	1	2	1	1	2	2	2	1	1	1	2	
L_BJFXWB	22	14	9	2	3	2	1	1	1	1	1	3	1	1	3	3	1	1	2	
L_BJHNB8	22	14	8	4	2	2	1	1	1	1	1	3	1	2	2	3	1	1	2	
L_BJLNL2	22	14	6	8	0	2	2	2	2	2	2	1	1	1	1	2	1	1	2	
L_BJMF8S	22	13	7	6	1	4	2	1	2	2	2	0	1	2	1	1	1	1	2	
